words,polarity,frequency
friedmans,0.949005089,1
cashman,1.76856283,1
larger-than-strife,0,1
roeh,0,1
re-entrance,0,1
storszek,0,1
gizmo-like,0,1
tube-aroo,0,1
four-time,0,1
in-fact,0,1
few-person,0,1
water-stunt,0,1
embellishing,3.204052145,1
lucrencia,0,1
breezy'n'easy,0,1
ragno,3.099318238,1
burlesqued,0,1
brangelina,-1.240111849,1
female-centred,0,1
burlesques,0,1
enchrenched,0,1
travelodge,0,1
cadillac-loving,0,1
z-epic,0,1
scenester,0,1
trousdale,1.222413254,1
freire,0,1
spaghettis,0.08601636,1
educators,1.934753131,1
borderline-personality,0,1
opioion,0,1
post-incident,0,1
amrarcord,0,1
lense,1.014630685,1
paradice,0,1
bottom-pinchers,0,1
military-type,0,1
eyow,0,1
smittened,0,1
mangini,0,1
puffed-up,0,1
jockeys,1.545690289,1
hellbender,0,1
respiration,0,1
finely-crafted,0,1
defrauds,0,1
afe-zone,0,1
terje,1.532781508,1
ovas,2.408035236,1
curtain-image,0,1
loin-clothed,0,1
lamplight,0,1
tracys,-1.641474359,1
warlock-laden,0,1
kabaree,0,1
self-storage-space,0,1
fleisher-like,0,1
schoolbus,0,1
hi-lite,0,1
farwell,-0.994115113,1
abcd,0.381613881,1
hangal,4.5,1
prima-donna,0,1
chakra,0,1
defa-dubbing,0,1
traffic-congested,0,1
afl,0,1
human-will,0,1
batpeople,0,1
chewing-on-marbles,0,1
annexed,0,1
teeeell,0,1
tresses,0.555400824,1
delattre,0,1
italics,0,1
wienberg,0,1
grails,-2.891810516,1
nit-witty,0,1
ivans,0,1
parlous,0,1
ivana,1.746417325,1
non-critically,0,1
dissocial,0,1
tenniel,1.173645498,1
child-molesting,0,1
assiness,0,1
heavily-clichéd,0,1
privatize,0,1
love-life,0.464131199,1
close-mirror-curtain-boom,0,1
artisanal,0,1
bare-knuckles,0,1
power-outages,0,1
pre-hays,2.402787743,1
bharatnatyam,0,1
crash-lands,-0.455911427,1
channel-surfs,0,1
oddjob,0.163711836,1
wrested,0,1
time-frames,0,1
must-sees,-0.915578868,1
ehmke,0,1
mmhm,0,1
p-bar,0,1
misting,0,1
omgosh,0,1
pitty,-1.023575331,1
abhimaan,3.832345304,1
half-panicked,0,1
teen-oriented,-1.172502998,1
one-handless,0,1
ret,0,1
european-style,0,1
reh,-2.164994402,1
rei,0.738156983,1
moscovite,0,1
franc,0.966288071,1
stenographer,1.061686856,1
wwi-set,0,1
sex-negative,0,1
helmsmen,0,1
olander,0,1
pre-stan,0,1
tkom,0,1
umcomfortable,0,1
arterial,4.5,1
plastics,1.885238855,1
plasticy,0,1
auntie-mame,0,1
hurdle,-0.204630221,1
ickle,0,1
cellmates,3.391430415,1
more-closely,0,1
responisible,0,1
goku,0.428729821,1
gotterdammerung,0,1
labourers,0,1
dupres,0,1
kage,1.749908718,1
opiate,4.5,1
popularised,0,1
yaniss,0,1
fantastico,0,1
mycenaean,0,1
secaucus,1.024055585,1
judaai,-0.550864693,1
mispronunciation,1.410052223,1
secular-progressive,0,1
hazed,0,1
eres,0,1
urban-life,0,1
singers-going-actors-movies,0,1
dorsal,-0.375092933,1
unwarrented,0,1
smoggy,0,1
pleshette,0.299695031,1
schulmädchen,0,1
ode-to-labor,0,1
egbert,2.774934079,1
party-goers,-1.148393303,1
awful-it,0,1
phenomonauts,0,1
actelone,0,1
hankerchief,0,1
tardly,0,1
newlwed,0,1
otomo,1.460731389,1
zaat,-3.00061113,1
unprejudiced,0,1
kiedis,1.460519199,1
ashtray,2.365626456,1
king-sized,0,1
unsympathetically,0,1
confusathon,0,1
superbly-written,0,1
shakespeareans,0,1
graciela,0.818182378,1
big-cast,0,1
cheaters,-0.792365505,1
ballyhooed-at-the-time,0,1
too-fabulous,0,1
dingbat,-2.063458129,1
matinatta,0,1
exploiter,0,1
comapny,0,1
peurile,0,1
intelligensia,0,1
slowenian,0,1
anal-retentive,2.556384067,1
mise-a-scene,0,1
ossification,0,1
goading,0.034205365,1
predispose,0,1
mcaffee,0,1
effacing,0,1
underhandedness,0,1
seymore,0.747319512,1
presents-of-the-mind,0,1
e-ticket,0,1
budget-conscience,0,1
instigators,0,1
boy-alfred,0,1
health-freaks,0,1
sub-fordian,0,1
patient-therapist,0,1
trivia-bit,0,1
tuvoc,0,1
chuckle-fest,0,1
perplexes,0,1
lindley,1.201574341,1
muhammed,-0.19962287,1
agae,0,1
sweatdroid,0,1
structuralist,0,1
caulder,1.262036132,1
western-based,0,1
inter-react,0,1
prosy,0,1
crime-solving,2.158997493,1
prost,0,1
non-europeans,0,1
groden,1.76098652,1
raff,2.092760935,1
once-worshipped,0,1
kiesser,0,1
alberni,0.944092961,1
back-burner,0,1
ochoa,0.401937477,1
work-based,0,1
ante-bellum,2.564264627,1
pre-technology,0,1
superman-type,0,1
talledega,-0.585365708,1
supercharged,0.007285564,1
rosati,0,1
deirde,0,1
egyptologists,0,1
boss-eyed,0,1
un-faze,0,1
triloki,0,1
ciaràn,0,1
raver,0.441759722,1
erman,0,1
zomerhitte,0,1
ravel,0.654817394,1
testy,0.816506819,1
chretien,-1.215303394,1
self-gratification,0,1
done't,0,1
coreen,0,1
pull-off,0,1
inter-connectedness,0,1
sowwy,0,1
discombobulated,-1.107255058,1
umptieth,0,1
methuselah,1.125883973,1
dicknson,0,1
brandi,0.729002365,1
semi-befriended,0,1
relevent,0,1
halifax,0.988659033,1
devilment,0,1
tenderizer,-1.707580078,1
fu-sheng,0,1
zukovic,-4.5,1
esq,1.244501047,1
store-bought,0,1
brunell,1.32476609,1
esl,0,1
esk,0,1
manifesting,-0.496698267,1
snapper,1.134227625,1
well-informed,1.705749983,1
channelling,-0.452365372,1
flitty,0,1
ethereally,0.301723826,1
preem,0,1
preen,3.590084191,1
cyher,0,1
marzia,4.5,1
off-topic,0,1
facism,3.852613906,1
alexanders,-1.541486475,1
predictor,0,1
semi-flip,0,1
winamp,0,1
notorius,0,1
fatcheek,0,1
over-demanding,0,1
tryings,0,1
film-i,0,1
manierism,0,1
high-story,0,1
annoyingly-directed,0,1
bux,-1.42620092,1
bur,-0.367770583,1
davids,0.24950385,1
buh,4.5,1
south-western,0,1
bub,0.40151235,1
kicha,0,1
emmanuell,0,1
minuted,0,1
produce-or,0,1
flightsuit,0,1
minuter,0,1
control-freakery,0,1
warnicki,0.516070485,1
cashew,0,1
farnel,0,1
king-derived,0,1
balcans,0,1
ibragimbekov,0,1
impermanence,-0.945249566,1
dropkicks,0,1
hacksaw,0.29132811,1
semis,0.149064323,1
fortyish,0,1
musicals-musicals,0,1
mephisto,1.179577342,1
donnovan,0,1
esssence,0,1
suited-cyborg,0,1
crampton,1.328324287,1
can-opener,0,1
tatie,2.197093144,1
derm,0,1
tax-controller,0,1
say-everything-three-times,0,1
exasperatedly,0,1
icegun-wielding,0,1
reguritated,0,1
asther,2.084732879,1
authur,0.494296681,1
randall-thornton,0,1
softener,0,1
balaguero,0.576647967,1
despondency,2.05906467,1
latently,0,1
pscychological,0,1
awefully,0,1
make-work,0,1
mandibles,-0.12137227,1
eggbert,0,1
mcewee,0,1
streed,0,1
ladislas,1.872430984,1
ladislav,1.175323237,1
ladislaw,2.881286757,1
locutions,0,1
wooden-legged,0,1
third-class,-0.056773441,1
well-compensated,0,1
queenly,0,1
maneater,0.288053779,1
msties,4.292216986,1
pata,0,1
patb,0,1
hedgrowed,0,1
what-will-happen-next,0,1
denoument,0.696135378,1
tmavomodrý,0,1
deers,-1.400950545,1
kushton,0,1
monogamous,0.146744868,1
concensus,0,1
fanzines,0,1
re-recording,0,1
power-slams,0,1
trixie,0.239312038,1
cowpies,0,1
auie,0,1
beauty-pageant,0,1
konishita,0,1
paglia,1.303550243,1
acceded,0,1
accedes,0,1
mg,-0.455048496,1
sainik,0,1
ml,0.788931974,1
mh,0.474292603,1
spreadeagled,0,1
rayvyn,0,1
groovay,0,1
geeeeeetttttttt,0,1
geoffery,0.818760132,1
četvorka,0,1
clevemore,0,1
dheeraj,0,1
eng,2.629715501,1
enh,0,1
katsuhito,3.553434857,1
slalom,0,1
kadal,0,1
astronomers,0.888491882,1
amoretti,0,1
bolha,0,1
ltd,-0.206631805,1
inessential,0,1
coster,-0.332141749,1
tenenkrommend,0,1
witter,-0.374942581,1
peque,0,1
yaaa-unique-aaawwwwnnn,0,1
hairshirts,0,1
parachuting,0.160396635,1
person-by-person,0,1
americian,0,1
oft-criticized,0,1
orange-skin,0,1
mega-bomb,0,1
unreasoned,0,1
seamus,0.12867493,1
parmentier,2.536745912,1
strangly,0,1
blatent,-1.041263613,1
half-brothers,1.854419787,1
rowdies,0,1
panamericano,0,1
believe-it-or-not,0,1
editing'la,0,1
sophocles,1.563903073,1
hesteria,0,1
supermoral,0,1
gaydar,0.076717542,1
pinkish,0,1
godchild,0,1
interdimensional,-1.565478327,1
satred,0,1
mostly-adults,0,1
korzeniowsky,0,1
wish'd,0,1
done-already,0,1
enthusiams,0,1
thomilson,0,1
eoes,0,1
baseball-crazed,0,1
kielberg,0,1
who-cares-who-done-it,0,1
gon,1.15276023,1
manicness,0,1
nunca,0,1
goa,0.702551362,1
harnois,1.216814234,1
ex-lawyer,0,1
horror-suspense,0,1
interconnectedness,0.328446768,1
haggling,2.988063579,1
rayguns,0,1
gos,0,1
telletubbes,0,1
scopes,-0.050607222,1
marano,0.019036373,1
ever-shifting,0,1
overwatched,0,1
laborer,-0.006475742,1
single-mother,0,1
denture,0,1
overly-trusting,0,1
reognise,0,1
surender,0,1
virtuality,0,1
cooperating,-0.670698445,1
non-stooge,0,1
feline-like,0,1
eerier,2.228961603,1
tazmanian,-1.342893411,1
broaching,0,1
seijun,0.579416369,1
toot,1.141570618,1
sex-addiction,0,1
far-too-late,0,1
all-rap,0,1
cowhands,2.523974431,1
nakano,0.07156848,1
quickie-mart,0,1
seagle,1.169909035,1
ethnical,0,1
jaguar-noise,0,1
ménage-à-trois,0,1
insultingly-bad,0,1
stargazing,0,1
anthonyu,0,1
mid-twentieth,0,1
feistyness,0,1
drug-fuelled,0,1
hot-dog,-0.803869932,1
ryne,2.117828997,1
man-oscar,0,1
ryna,0,1
michale,0.202549884,1
evangelism,0.007177107,1
non-association,0,1
spellcasting,0,1
romantick,0,1
manigot,0,1
one-headed,0,1
weeing,0,1
prollific,0,1
rubbiush,0,1
b-b-bad,0,1
mostof,0,1
marinescus,0,1
post-nuke,-0.089144622,1
unfunny-which,0,1
bamatabois,0,1
crime-thriller,1.187888499,1
windblown,1.5,1
jumbo-tron,0,1
skinnydipping,0,1
oft-portrayed,0,1
public'in,0,1
rhymin,0,1
wisdom-accrued,0,1
earpeircing,0,1
what've,0,1
here-and,0,1
encapsulations,0,1
elopement,-0.931047862,1
tapeworthy,0,1
clairedycat,0,1
lowpoints,0,1
execrated,0,1
amalgamated,-0.629984581,1
medoly,0,1
small-mindedness,0,1
hellbored,0,1
error-spotters,0,1
truffault,1.931938855,1
question-why,0,1
vaguely-familiar,0,1
monograph,0,1
hot-and-cold,0,1
pardner,-0.22707885,1
theowinthrop,0,1
non-abrahamic,0,1
fogelman,0,1
grmpfli,0,1
double-breasted,1.305241702,1
newsreel-style,0,1
dyke-ish,0,1
snips,-1.740576382,1
pinkins,0,1
conspicuously-unnamed,0,1
fleurieu,0,1
hapsburgs,0,1
mwuhahahaa,0,1
moomins,4.5,1
hallucinogens,0.322415997,1
petrus,0,1
chappies,0,1
partner-in-crime,1.574211354,1
heeellllo,0,1
enyoyed,0,1
what-the-heck-feeling,0,1
nut-scratching,0,1
madres,4.120352137,1
out-of-this,0,1
culturalism,0,1
sealed-in,0,1
scene-transition,0,1
twiddling,0,1
padbury,3.41635739,1
ape-culture,0,1
visayas,0,1
anxiousness,0.113387135,1
postmark,3.647849603,1
many-layered,0,1
tuscany,0.035691885,1
mikimoto,0,1
sex-in-the-city,0,1
karino,0,1
emilius,0,1
vilifies,0,1
mirages,1.503405729,1
off-scale,0,1
modulate,0,1
re-vamp,0,1
luckly,0,1
flutist,0,1
eckart,1.341660051,1
jordache,0.393308667,1
deriviative,0,1
harmann,0,1
avalon-annette,0,1
enviro-marxism,0,1
totalitarism,0,1
one-step-ahead,0,1
giff,0,1
bio-terrorism,0,1
aikidoist,0,1
temporally,0,1
lieutenent,0,1
ex-vaudeville,0,1
ich,-0.492864587,1
don't-miss,0,1
icc,0,1
icb,-1.285113914,1
antimatter,-0.450884747,1
disinfecting,0,1
subordination,0,1
saw-type,0,1
erodes,0,1
bizmarkie,0,1
drool-worthy,0,1
over-wrought,-1.008832155,1
landowners,1.242270911,1
spiritualists,0,1
run-time,-0.215987718,1
polysyllabic,0,1
low-brain,0,1
mega-mall,0,1
everage,0.145016523,1
electorate,0.57739665,1
entirelly,0,1
late-night-cable,0,1
younes,0,1
weskit,0,1
hugues,0,1
syrkin,0,1
adorn,0.939033076,1
trahisons,0,1
simulations,2.098418546,1
picturizations,0,1
ogar,0,1
sporks,0,1
kostelanitz,0,1
unmercilessly,0,1
time-walter,0,1
apart-i,0,1
terribly-produced,0,1
quirkily,2.738535715,1
kanmuri,0,1
near-fever,0,1
straithern,0.174119517,1
jerk-offs,1.5,1
chopras,-1.770657732,1
masterton,0.745941432,1
mind-damaging,0,1
forgeries,1.270374415,1
afgani,0,1
dimentional,0,1
approxamitly,0,1
daoism,0,1
outsize,0,1
brandie,0,1
double-duty,0,1
stetner,0,1
trustees,0.287786838,1
neck-tie,0,1
lapels,2.101492276,1
light-heartedness,1.872430984,1
hatted,0,1
drug-abuse,0,1
double-park,0,1
sub-'usual,0,1
matthaw,0,1
fahrt,0,1
trouble-making,0,1
denounces,0.921046006,1
heigel,-1.246660715,1
trek-style,0,1
nemisis,-0.195111951,1
baku,-1.011826507,1
bako,0.126065315,1
spiro,1.986607696,1
luchini,1.282045888,1
compass-shaped,0,1
spire,-0.134177499,1
manikins,1.154328005,1
spirt,0,1
groupe,0,1
thru-out,0,1
eliminations,1.340985272,1
empahh,0,1
annoying-kid,0,1
cinematographer-turned-director,0,1
journey-to-love,0,1
parme,0,1
hand-out,0,1
steeleye,0,1
chriterion,0,1
selve,0,1
hughes-later,0,1
handed-over,0,1
rejuvenating,-0.203935986,1
crack-head,0,1
tough-as-old-boots,0,1
reductive,2.556384067,1
genre-revitalizer,0,1
abutted,0,1
magestic,0,1
gryll,0,1
porn-movie,0,1
luvs,0,1
misreading,0.076717542,1
andalusia,0,1
garbageman,-2.641281062,1
reflux,0,1
predominating,0,1
corrupter,1.992254836,1
garbles,0,1
plaintiff,-0.950939802,1
hook-up,0,1
undefinable,-1.015491908,1
motorists,0.26455722,1
psychoanalyze,0,1
self-sabotage,0,1
nannies,0.045769242,1
nishiyama,0,1
reposition,0,1
epic-ness,0,1
brosan,0,1
accoladed,0,1
subpoints,0,1
hardison,0.946386585,1
sappingly,0,1
igloos,-0.92001897,1
mariesa,0,1
poplars,-0.562784744,1
mailroom,1.663597753,1
o'gill,2.427507296,1
love-and-laugh,0,1
tenzen,0,1
theoscarsblog,0,1
karlsson,-1.314273268,1
chiani,0,1
escapists,0,1
menalaus,1.216970965,1
sanctimoniousness,0,1
dis-jointed,0,1
maniquen,0,1
shelbyville,0,1
we-have-security-on-all-exits-but-he-still-escaped,0,1
tarantino-esquire,-0.002788471,1
cactuses,0,1
substories,0,1
innocent-n-pretty,0,1
bubi,0,1
brewsters,1.952025434,1
demon-fighting,0,1
bouffant,-1.306778565,1
obituaries,-0.088985729,1
semi-attention,0,1
loffe,0,1
embrace-able,0,1
horror-but-funny,0,1
clevelander,0,1
budweiser,0.32097428,1
carnet,1.475867323,1
five-ing,0,1
self-denial,1.030803797,1
acct,0,1
bwahahahahha,0,1
sullesteian,0,1
circe,0.406102994,1
keyshia,0,1
lache,0,1
inexpressible,0,1
huk,0,1
ticking-timebomb,0,1
obtuseness,0,1
cooney,0.093599236,1
dance-offs,0,1
schuer,0,1
transcription,0,1
diligence,2.341793834,1
armaggeddon,0,1
charisma-less,0,1
synopsizing,0,1
encasing,0,1
whoo-boy,0,1
lynch-pin,0,1
perch,-0.881784704,1
vetted,0,1
admitedly,0,1
strobe-flashed,0,1
perce,0,1
imdb-users,0,1
er-hem,0,1
ribsi,4.5,1
malnutrition-ed,0,1
soap-opera-ish,0,1
orpington,0,1
crimp,0,1
less-than-normal,0,1
white-hat,0,1
boilers,0,1
nicodim,0,1
transistions,0,1
phonus,0,1
wonman,0,1
flatlines,0,1
mewes,0.666132996,1
deritive,0,1
under-eights,0,1
foxbarking,0,1
non-mormon,2.859809201,1
know-nothing,0,1
north-west,3.828104151,1
filmtage,0,1
charters,1.663325502,1
seers,0,1
hackenstien,0,1
berrisford,0.954853691,1
butch-ness,0,1
history-it,0,1
cycs,0,1
radelyx,0,1
tweeners,0,1
active-duty,0,1
call-up,0,1
snarly,0,1
authoring,0,1
polt,4.5,1
pols,0,1
percussionist,2.860155692,1
mcmurphy,2.053550568,1
after-effects,2.125887251,1
stylophone,0,1
poly,0,1
minoan,0,1
chemistry-less,0,1
pundits,0.464035274,1
colom,0,1
giegud,0,1
over-emoted,0,1
older-style,0,1
kid-level,0,1
cineplexes,0,1
bedsit,0,1
movie-travis,0,1
asesino,1.785193258,1
kin-dza-dza,3.164484912,1
in-name-only,0,1
operations-south,0,1
way-beyond-the-hollywood-fringe,0,1
amend,0,1
spirtas,0.15720905,1
explicitness,0.85156501,1
straitjacketed,0,1
teen-porn,0,1
tolliver,2.594555162,1
pânico,0,1
snaking,0,1
unpersuasive,0,1
fever-dream-like,0,1
rungs,-1.053546974,1
layabouts,0,1
awesomenes,0,1
mantaga,0,1
brawlings,0,1
bover,0.815851923,1
whats-her-face,0,1
pig-sty,0,1
barish,2.325173735,1
yukfest,0,1
dental-phobic,0,1
kannes-kompetition-krowned-korean-kraap,0,1
un-seriously,0,1
especically,0,1
jaynetts,0,1
virtue-threatened,0,1
peyote-enlightened,0,1
differentiation,0,1
purposly,0,1
overlapped,0,1
grandmother-inspired,0,1
velez,1.085880616,1
cookoo,0,1
loaner,0,1
hydros,0,1
gumbas,0,1
video-camera-toting,0,1
labyrinths,4.5,1
aured,0.719867834,1
bonaire,0,1
ape-dad,0,1
pookiness,0,1
glossy-looking,0,1
bellevue,2.443036186,1
adjuncts,0,1
gungans,0.026399723,1
doctor-turned-detective,0,1
collyer,1.163697909,1
d-tent,0,1
outhpark,0,1
swanning,0,1
demarcation,0,1
og,1.22035328,1
indestructibility,0,1
aankh,-2.643679047,1
ou,0.364308203,1
guiseppe,2.810289467,1
nesher,3.026437872,1
psychic-cum-sleuth,0,1
lakeview,-0.352655858,1
hooooottttttttttt,0,1
cro-magnon,-0.061234156,1
unambitiously,0,1
ducommun,2.207575243,1
hazardd,0,1
jug,1.085395667,1
non-sexy,0,1
jul,0.5,1
music-and,0,1
strenuous,0.035304775,1
jut,-0.62076734,1
soprana,0,1
lärm,0,1
diniro,-0.782207889,1
girldfriends,0,1
back-lit,0,1
anti-alcohol,0,1
madchenjahre,0,1
signore,3.496930177,1
muzzy,0.383550723,1
beren,-2.097320031,1
asynchronous,0,1
revamps,0,1
foxed,0,1
otávio,0,1
vashti,-2.043960306,1
dvder,0,1
bicycling,2.808212566,1
ebon,1.755877001,1
kümmel,0,1
scrappys,0,1
star-filled,0,1
browbeats,0,1
salomé,1.683335792,1
arsenals,0,1
overblow,0,1
white-wash,0,1
hunland,0,1
carfully,0,1
motor-mouthed,0,1
sports-fan,0,1
he-saw-that-but-did-she,0,1
migrates,0,1
cooped,2.154356842,1
grainier,0,1
menzel,1.815296144,1
cave-woman,0,1
i-man,3.766386461,1
fill-in,-0.47061123,1
equivocal,0,1
inhumanly,2.062090721,1
soled,0,1
chasity,0,1
jig-saw,0,1
real-live,0,1
ratt,0,1
enormeous,0,1
copters,2.57010606,1
accent-free,0,1
nonlinear,0.208876323,1
high-heels,0,1
cunninghams,0.520860544,1
gday,0,1
yecch,0,1
gorged,0,1
cryofreezing,0,1
don't'know,0,1
quality-wise,0,1
athenly,0,1
wolverinish,0,1
historic-action-adventure,0,1
sculptural,0,1
vivement,2.499598511,1
cheadles,-0.55167862,1
taupin,0,1
zeroing,0,1
day-buffs,0,1
leatheran,0,1
villain-versus-everyone,0,1
kayàru,0,1
tarpaulin,0,1
interception,0,1
inlay,0,1
transgenderism,0,1
machism,0,1
mcdemorant,0,1
dribbled,0,1
draughts,0,1
farrah-fawcett,0,1
hypnotherapy,1.269857032,1
forysthe,0,1
cosmological,0,1
despairable,0,1
cell-murdering,0,1
story-arcs,0,1
sigrist,0,1
pool-boy,0,1
earpiece,3.795954614,1
near-miss,0,1
lowlevel,0,1
maddison,0,1
fakest-looking,0,1
this-is-an-important-film,0,1
gervais-type,0,1
rotund,0.660684101,1
footer,0,1
semi-interior,0,1
ski-slope,0,1
feminized,0,1
tallahassee,1.204371053,1
egm-button,0,1
anachronistically,0,1
non-patronizing,0,1
paunchy,-0.874289609,1
concentric,0,1
paleographic,0,1
besting,0.470114722,1
non-matching,0,1
nack,-0.045233816,1
biggen,0,1
uncomprehended,0,1
mecgreger,0,1
premedical,0,1
leiutenant,0,1
roman-a-clef,0,1
cardboard-cutout,0,1
ex-husbands,1.094285381,1
unhackneyed,0,1
zalman,-0.084143658,1
taekwon,0,1
anti-cherubic,0,1
vacillations,0,1
nacy,0,1
marketplaces,0,1
deadens,0,1
drug-damaged,0,1
leza,0,1
kang-sheng,0.556279241,1
disbeliever,0,1
wayyyyy,0,1
tilt-a-whirl,0,1
shudderingly,0,1
goobacks,0,1
chechens,1.082917473,1
point-my,0,1
award-material,0,1
super-hearing,0,1
frech,0,1
goalposts,0,1
nicer-than-nice,0,1
resnick,0.196885241,1
surviving-this,0,1
raily,0,1
re-igniting,-2.062223408,1
sew-up,0,1
psycho-killers,0,1
kalene,0,1
garderner,0,1
rustlings,0,1
pugilistic,2.822284388,1
kos,0,1
x-girlfriend,0,1
panjabi,1.838639853,1
sex-drama,0,1
viay,0,1
cross-hybrid,0,1
clickety-clack,0,1
non-linearity,0,1
appoach,0,1
haoren,3.017190331,1
hexagonal,0,1
innaccurate,0,1
hernand,0,1
charactures,0,1
tian-ming,0,1
woopa,0,1
bandes,0,1
bathouse,0,1
upremacy,2.105638839,1
loan-sharking,0,1
chantings,0,1
flava,-0.655884211,1
soul-crushing,0,1
embeciles,0,1
arkoff,-0.136838938,1
evertytime,0,1
derrida,-2.37151148,1
arroseur,2.7538915,1
cayetana,2.329473023,1
destiny-filled,0,1
back-projections,0,1
bushfire,0,1
heart-filled,0,1
sjöberg,2.543434122,1
achero,0.54319852,1
tommorow,-2.016713361,1
metacinematic,0,1
mcquack,3.766386461,1
misbehaves,2.304859433,1
procrastination,-2.199330549,1
gispsy,0,1
treshold,0,1
oaks,0.15842814,1
crime-busting,0,1
dis-figuration,0,1
semi-boring,0,1
dizziness,3.714044484,1
loveliness,1.569151535,1
upsurge,0,1
wimpish,-3.882495981,1
adames,1.690733149,1
thayer,1.140558094,1
langauge,0,1
obstructionist,0,1
slapper,0,1
techno-babble,-1.708943202,1
hollywood-wannabe,0,1
watchin,-1.121498888,1
erno,-3.33406287,1
rodent-shaped,0,1
over-dragged,0,1
co-viewer,0,1
michelangleo,0,1
high-sounding,0,1
classic-style,0,1
bleached-white,0,1
excution,0,1
onishi,0,1
ex-priest,-1.152036296,1
whelk,0,1
out-of-luck,0,1
oversupporting,0,1
rillington,3.144365124,1
buzzard,-0.671599565,1
armors,-0.315762977,1
age-inappropriate,0,1
dumbstuck,0,1
quinten,2.648502972,1
mäger,0,1
noble-price,0,1
horse-driven,0,1
daftly,0,1
ahah,0,1
bashers,1.54080529,1
usses,0,1
thirdspace,-0.015788674,1
steirs,0,1
age'has,0,1
interlacing,0,1
coris,0,1
windbreaker,0,1
over-affectionate,0,1
akte,0,1
oh-so-quiet,0,1
re-design,0,1
adorble,0,1
behind-the,0,1
turati,0,1
tinkers-to-evers-to-chance,0,1
maughm,-0.948711918,1
sagacious,0,1
genre-film,0,1
suman,1.789152263,1
dodgerdude,0,1
gruelingly,0,1
aroona,0,1
window-dressing,-0.539163492,1
dullllllllllll,0,1
minimalistically,0,1
cundy,1.71585726,1
manheim,0.874335579,1
borehamwood,0,1
cunda,0,1
kercheval,2.769840873,1
vindicate,0.656683011,1
pathe,-0.166958386,1
lip-locking,0,1
dvda,4.021381459,1
cabrón,0,1
newly-unemployed,0,1
niño,1.281123617,1
scripts-r-us,0,1
kevnjeff,0,1
niña,-0.10476484,1
bit-torrent,0,1
folders,0,1
fucking,2.947329276,1
digard,-0.71085192,1
crotchy,0,1
ulcers,0,1
ttss,3.852613906,1
meda,1.884818935,1
begrudges,0,1
warm-blooded,0,1
smoochy-face,0,1
tampers,0,1
paniards,0,1
manner-and,0,1
sheng,2.789733382,1
conversant,0,1
nuevo,0,1
sunniest,0,1
bhagyashree,4.25750884,1
stick-to-it-iveness,0,1
bespoiled,0,1
wilson-jones,0,1
spy-movie,0,1
maillot,0,1
nonlds,0,1
mustached,0.677021211,1
dreamy-eyed-waif,0,1
pool-man,0,1
urely,0,1
brooks'-type,0,1
trogar,0,1
movie-you,0,1
rock-pools,0,1
hongos,0,1
happy-to-be-interviewed,0,1
mortified-looking,0,1
trivia-sheet,0,1
non-argento,0,1
durfee,0.541577668,1
drinkers,0.786004671,1
thesigner,0,1
monotonal,0,1
why'd,-1.972236267,1
krogshoj,0,1
faithless,0.976375578,1
freakiness,0.019118238,1
camerashots,0,1
everything-from,0,1
dir-walter,0,1
kp,3.554838071,1
impertubable,0,1
verhooven,0,1
field-doctored,0,1
chirp,4.5,1
hit-men,-0.037670997,1
athey,0,1
trans-sexuals,0,1
veddar,0,1
naffness,0,1
deterministic,-0.375266716,1
ultraviolence,1.465381801,1
showstoppingly,0,1
rough-and-gruff,0,1
karuma,0,1
saiba,0,1
flame-effects,0,1
asumi,4.5,1
reinterpret,0,1
bounding,-2.084589653,1
diddled,0,1
bollocks,-0.975568035,1
serafian,0,1
youv'e,0,1
nowdays,-0.660304216,1
pussycats,-0.058882448,1
overhype,0,1
caalling,0,1
euthenased,0,1
clean-ups,0,1
acing,1.014630685,1
envirojudgementalism,0,1
fan-boys,-0.963722891,1
files-type,0,1
diedrich,0.556337183,1
vonneguts,-3.043507215,1
vonneguty,0,1
not-so-smooth,0,1
debitage,0,1
millinium,0,1
slates,0,1
confiscating,0,1
half-elf,0,1
gladiator-type,0,1
catalyzing,0,1
performative,0,1
hussars,0,1
examinations,0.727979265,1
canadian-accented,0,1
avin,0,1
enthralls,3.326315525,1
hitch-hikers,-0.700404371,1
fracturing,0,1
tellegen,0.539322578,1
lattés,0,1
itsõ,0,1
cill,0,1
samurai-constable,0,1
psoriasis,0.603064442,1
by-passed,3.5,1
keeranor,0,1
distractedly,0,1
ural,0,1
sharples,0,1
sangue,0.039150711,1
unsurpassable,4.5,1
noite,0,1
mini-massacre,0,1
setbound,0,1
ayda,-0.460197398,1
hemlines,0,1
hadled,0,1
slandering,2.218446608,1
longhair,0,1
babysat,-0.501196227,1
inter-wine,0,1
oft-seen,0,1
meitantei,0,1
seiing,0,1
brain-addled,0,1
sports-mad,0,1
liason,1.318193391,1
espescially,0,1
do-right,-2.099724217,1
edited-for-tv,0,1
unsustainable,-0.180608326,1
quedraogo,0,1
rock-melodies,0,1
film-friendly,0,1
krypyonite,0,1
inspecting,2.615032649,1
goldenhagen,0,1
refracting,0,1
eastward,0.019118238,1
not-quite-acting-but-it'll-do,0,1
topcoat,0,1
satellites,-0.424248739,1
tranceformers,0,1
bejard,0,1
hellspawn,0,1
beingness,0,1
thriller-by-numbers,0,1
deyniacs,0,1
nfa,0,1
films-think,0,1
admonishes,-0.172512046,1
meat-head,0,1
plot-within-the-plot,0,1
